,title, salary, cop_name, cop_info, exprence, tags, welfare
915, Beijing · Shunyi District · Houshayu, 12-15K 13 Salary, Zhicheng, Academic/Research 20-99 people, 1-3 years undergraduate, MySQL,
916, Quanzhou, 5-7K, Zecheng Network Technology, E-commerce does not require financing for 0-20 people, 1-3 years of education is not limited, php," Afternoon tea with snacks, paid annual leave, holiday benefits, meal allowance, full attendance award, housing allowance, food package"
917, Guangzhou·Haizhu District·Pazhou, 7-12K·13 salary, Guangzhou Fuying, Mobile Internet unfinanced 20-99 people, 1-3 years college, Backend development," Year-end bonus, full attendance bonus, holiday benefits, afternoon tea with snacks, paid annual leave, five social insurances and one housing fund, employee travel"
918, Xiamen · Siming District · Ferry,11-18K·13 Salary, Xiamen Qianbao, Invest/finance 0-20 people, Unlimited undergraduate experience, Full stack development," Afternoon tea with snacks, full attendance bonus, five insurances and one housing fund, year-end bonus, meal allowance, holiday benefits, overtime allowance, employee travel, paid annual leave"
919, Shijiazhuang · Yuhua District · Development Zone, 4-7K, Cloud Point Technology, Wholesale/Retail does not require financing for 0-20 people, 1-3 years college, MySQL," Holiday benefits, transportation allowance, full attendance award, paid annual leave"
920, Shanghai·Pudong New Area·Zhangjiang, 15-30K 13 salary, Sheet Piaoyang Technology, E-commerce B round 20-99 people, 3-5 years junior college, MVC development," Holiday benefits, five social insurances and one housing fund, paid annual leave, year-end bonus, afternoon tea with snacks"
921, Nanyang·Wancheng District·Nanyang No.1 High, 4-8K, Yuelongmen Technology, Computer software unfinanced 0-20 people, 1-3 years college, php," Full attendance bonus, overtime allowance"
922, Shenzhen · Bao'an District · Turn over, 5-10K 13 salary, Boda Zhilian, Computer software does not require financing for 0-20 people, Unlimited undergraduate experience, Network protocol,"Stock options, holiday benefits, employee travel, paid annual leave, five social insurances and one housing fund, attendance bonus, year-end bonus"
923, Jinzhong · Yuci District · Huitong Road, 6-8K, Fenghuoliantian Network, Internet unfinanced 20-99 people, 3-5 years junior college, MySQL," Holiday benefits, weekends, statutory holidays, snacks, afternoon tea, overtime allowance, five social insurances and one housing fund"
924, Shanghai Minhang District Zhuanqiao, 10-15K, Shanghai Anvis, Smart hardware does not require financing for 100-499 people, 1-3 years college, HTML," Paid annual leave, regular physical examination, holiday benefits, meal allowance, employee travel, five social insurances and one housing fund"
925, Fuzhou · Taijiang District · Taijiang Wanda, 8-12K, core factory, Computer software does not require financing for 20-99 people, 1-3 years college, server configuration," Holiday benefits, five insurances, overtime allowance, afternoon tea with snacks, paid annual leave, year-end bonus, full attendance bonus, employee travel"
926," Beijing, Haidian District, Shangdi", 14-20K, bee bee technology, Computer software 100-499 people, 3-5 years junior college, Linux,
927, Chengdu·Wuhou District·New Convention and Exhibition Center, 120-240 yuan/day,Lewei Technology, Computer software unfinanced 20-99 people, 6 days/week 1 month undergraduate, php," Attendance bonus, paid annual leave, overtime allowance, supplementary medical insurance, holiday benefits, five social insurances and one housing fund, regular physical examination, afternoon tea with snacks, employee travel, year-end bonus"
928, Zibo·Zhangdian District·High-tech Zone, 3-5K, Zhuohui Technology, The Internet does not require financing for 0-20 people, Current/Fresh College, CSS," Five insurances and one housing fund, outstanding employee award, paid annual leave, overtime allowance"
929, Harbin Nangang District Convention and Exhibition Center, 4-7K, Wanna, Mobile Internet does not require financing for 20-99 people, Experience is not limited to college, php," Regular physical examination, meal allowance, five insurances and one housing fund, transportation allowance, paid annual leave, year-end bonus, employee travel, communication allowance, holiday benefits"
930, Shanghai·Pudong New Area·Zhangjiang, 8-12K, Shanghai Mopo, Mobile Internet A round 100-499 people, 1-3 years undergraduate, php,"Year-end bonus, afternoon tea with snacks, full attendance bonus, regular physical examination, five insurances and one housing fund, meal allowance, transportation allowance, employee travel, paid annual leave, holiday benefits, stock options, supplementary provident fund, overtime allowance"
931, Shenzhen Nanshan District University Town, 14000-15000 yuan/month, Bangbi Technology, Computer Software Angel Wheel 0-20 people, 3-5 years junior college, php," Five insurances and one housing fund, paid annual leave, attendance bonus, birthday benefits"
932, Xi'an Yanta District Gaoxin Road, 4-6K, Wisdom in the world, Travel 0-20 people, 1-3 years college, Backend development,
933, Jining, 5-8K, Shandong China Coal Group, Trade/Import and Export 100-499 people, 1-3 years college, SQL Server," Five social insurances and one housing fund, attendance bonus, holiday benefits"
934, Beijing · Fengtai District · Science and Technology Park, 7-12K, Shengtian Banzi, New retail A round 100-499 people, 1-3 years undergraduate, Python," Paid annual leave, full attendance bonus, stock options, meal allowance, year-end bonus, holiday benefits, employee travel, five social insurances and one housing fund, communication subsidies, five social insurances, snacks, afternoon tea"
935, Quanzhou · Fengze District · Houpu Xunpu, 10-15K,black general, E-commerce does not require financing for 20-99 people, 3-5 years of technical secondary school / technical secondary school, HTML," Afternoon tea with snacks, overtime allowance, year-end bonus, holiday benefits, paid annual leave, attendance bonus"
936, Quanzhou Shishi City Shimao Skyscraper City, 3-8K," Breeze Times Technology Co., Ltd.", Mobile Internet Angel Wheel 0-20 people, Experience is not limited to college, JQuery,
937, Chongqing · Jiangbei District · Jiangbeizui, 5-10K," Hongxi Tiancheng Co., Ltd.", Internet does not require financing 20-99 people, Unlimited experience Unlimited education, php," Meal allowance, five insurances and one housing fund, attendance bonus, paid annual leave"
938, Chongqing·Nan'an District·Nanping, 5-10K, worth transshipment, Logistics/Warehousing Unfinanced 20-99 People, 1-3 years college, ThinkPHP," Meal allowance, five insurances and one housing fund, housing allowance"
939, Anqing Yixiu District Guangcai Passenger Transport Center Bus Station, 4-8K, Huixin Network, Internet 0-20 people, 3-5 years of technical secondary school / technical secondary school, MVC development, Five insurances and one housing fund
940, Fushun·Wanghua District·Lishi, 4-5K, Youlehui Technology, Internet 20-99 people, High school within 1 year, php,
941,Hangzhou Binjiang District Xixing, 15-30K, Chihiro, Human resource service unfinanced 20-99 people, 1-3 years undergraduate, Linux," Afternoon tea with snacks, year-end bonus, stock options, employee travel, paid annual leave, regular physical examination, five social insurances and one housing fund, holiday benefits, supplementary medical insurance"
942, Shanghai, 8-13K, Shopal, E-commerce B round 100-499 people, 1-3 years undergraduate, Backend development," Afternoon tea with snacks, meal allowance, five insurances and one housing fund, birthday party, overtime allowance, paid annual leave, supplementary medical insurance, year-end bonus, holiday benefits"
943, Shanghai·Pudong New Area·Zhangjiang, 15-25K, Delicious without waiting, Internet D round and above 500-999 people, 3-5 years undergraduate, php," Holiday benefits, regular physical examination, paid annual leave, five insurances and one housing fund, employee travel"
944, Wuhan·Hongshan District·Luxiang, 10-15K, Aoweili Network Technology has..., Computer software does not require financing for 20-99 people, 1-3 years college, php," Five insurances and one housing fund, paid annual leave, year-end bonus"
945, Beijing Chaoyang District Lishui Bridge, 13-17K, Mo Xun builds a road,E-commerce does not require financing for 20-99 people, 3-5 years undergraduate, php," Afternoon tea with snacks, regular physical examination, paid annual leave, year-end bonus, employee travel, five insurances and one housing fund"
946, Shanghai · Qingpu District · Baihe, 10-15K, Shanghai Jixin Industrial Intelligent Technology, Computer software unfinanced 20-99 people, 1-3 years undergraduate, CSS," Attendance bonus, paid annual leave, holiday benefits, accommodation, overtime allowance, food package, five social insurances and one housing fund, employee travel, year-end bonus"
947, Hefei · Shushan District · Lotus Leaf Field, 8-13K, Jianghu Technology IJH, Mobile Internet does not require financing for 20-99 people, Unlimited experience Unlimited education, php," Year-end bonus, five social insurances and one housing fund, employee travel, holiday benefits, overtime allowance, meal allowance, transportation allowance, paid annual leave"
948, Wuhan·Hongshan District·Luxiang, 10-15K·13 Salary, Aoweili Network Technology has..., Computer software does not require financing for 20-99 people, 3-5 years undergraduate, php," Five insurances and one housing fund, year-end bonus, paid annual leave"
949, Shenzhen · Longgang District · Bantian, 5-10K, Big pipe plus, Enterprise service A round 100-499 people,Current/Fresh Undergraduate, php," Communication subsidies, mentoring system training, five insurances and one housing fund, good team atmosphere, paid annual leave, employee travel, stock options"
950, Beijing·Chaoyang District·Wangjing, 20-40K, little information, Mobile Internet D round and above 1000-9999 people, 3-5 years undergraduate, NoSQL," Employee travel, holiday benefits, regular physical examination, stock options, five social insurances and one housing fund, afternoon tea with snacks, paid annual leave, supplementary medical insurance"
951, Shanghai·Minhang District·Qibao, 12-24K, Car carrying network, O2O has listed 500-999 people, 1-3 years college, php," Employee travel, paid annual leave, quarterly bonus, holiday benefits, five social insurances and one housing fund"
952, Shantou·Chenghai District·Fuqian Square, 3-8K, Hunting Technology, Mobile Internet B round 20-99 people, Experience is not limited to college, computer software,
953, Shanghai·Jing'an District·Jiangning Road, 190-240 yuan/day, GYP class print, Advertising and marketing 0-20 people, 4 days/week 12 months undergraduate, ThinkPHP,
954, Yinchuan·Xixia District·West Garden, 4-8K, Qianshu Technology, E-commerce B round 500-999 people,1-3 years undergraduate, HTML," Stock options, supplementary medical insurance, employee travel, transportation allowance, overtime allowance, holiday benefits, five social insurances and one housing fund, paid annual leave, afternoon tea with snacks"
955, Ningbo·Yinzhou District·Higher Education Park, 4-8K, Chuangyun, Internet does not require financing 20-99 people, Current/Fresh Undergraduate, Backend development," Afternoon tea with snacks, paid annual leave, holiday benefits, employee travel, regular physical examination, year-end bonus, attendance bonus, five social insurances and one housing fund, birthday benefits"
956, Shenzhen · Longgang District · Universiade, 8-12K, Hesenyang Technology, Mobile Internet unfinanced 0-20 people, 1-3 years college, Applets," Holiday benefits, afternoon tea with snacks, overtime allowance, year-end bonus, full attendance bonus, paid annual leave, employee travel, five social insurances and one housing fund, entertainment programs"
957, Guangzhou·Tianhe District·Tangxia, 10-15K, Guangzhou Huoshu Network Technology, The game does not require financing for 20-99 players, 1-3 years college, Backend development," Meal allowance, paid annual leave, full attendance bonus, year-end bonus, stock options, overtime allowance, social security, employee travel, snack afternoon tea, holiday benefits"
958,Nanchang·Qingshan Lake District·Jingdong, 6-10K, Wide Web Technology, Computer software unfinanced 20-99 people, 1-3 years undergraduate, Backend development," Five insurances and one housing fund, overtime allowance, convenient transportation, transportation allowance, holiday benefits, paid annual leave, statutory holidays, year-end bonus, employee travel, snack afternoon tea, meal allowance"
959, Changzhou, 6-10K, Cole Life, Medical equipment/devices do not require financing for 0-20 people, 1-3 years undergraduate, Backend development," Paid annual leave, five social insurances and one housing fund, overtime allowance, holiday benefits, attendance bonus, year-end bonus"
960," Beijing, Haidian District, Northwest Wang", 15-30K 16 salary, Du Xiaoman, Internet A round 1000-9999 people, 3-5 years undergraduate, php," Five insurances and one housing fund, paid annual leave, overtime allowance, employee travel, year-end bonus, afternoon tea with snacks, regular physical examination, stock options, holiday benefits, attendance bonus, transportation allowance, meal allowance, free shuttle bus, supplementary medical insurance"
961, Chengdu·Pidu District·China Shipping International, 7-12K, last, Online education does not require financing for 1000-9999 people, 3-5 years undergraduate, HTML,"Afternoon tea with snacks, five insurances and one housing fund, stock options, paid annual leave, attendance bonus, year-end bonus, holiday benefits, regular medical examination"
962, Wuhan·Hongshan District·Guanshan, 6-11K, Aoweili Network Technology has..., Computer software does not require financing for 20-99 people, Experience is not limited to college, HTML," Year-end bonus, five insurances and one housing fund, paid annual leave"
963, Wuhan·Hongshan District·Guanshan, 10-15K, Aoweili Network Technology has..., Computer software does not require financing for 20-99 people, 3-5 years undergraduate, php," Paid annual leave, five insurances and one housing fund, year-end bonus"
964, Wuhan·Wuchang District·Dongting, 9-13K, Quadrilateral, E-commerce unfinanced 0-20 people, 1-3 years college, Linux," Five insurances and one housing fund, afternoon tea with snacks, stock options, paid annual leave, holiday benefits, year-end bonus"
965, Guangzhou·Haizhu District·Nanzhou, 10-15K, Lampte, Trade/Import Unfinanced 0-20 people, 1-3 years college, php, Five insurances and one housing fund
966, Beijing Chaoyang District Zuojiazhuang, 23-28K, world show, 1000-9999 people have been listed on the Internet, 3-5 years undergraduate, php,"Staff travel, paid annual leave, meal allowance, five social insurances and one housing fund, snacks and afternoon tea"
967, Shanghai · Jing'an District · City That Never Sleeps, 10-15K, Hi repair, O2O does not require financing for 500-999 people, Unlimited undergraduate experience, php," Five insurances and one housing fund, full attendance award"
968, Shanghai·Minhang District·Qibao, 15-22K 13 salary, Shanghai caravan, E-commerce B round 500-999 people, 3-5 years junior college, Laravel," Transportation allowance, employee travel, communication allowance, regular physical examination, paid annual leave, stock options, holiday benefits, meal allowance, five social insurances and one housing fund, snacks, afternoon tea, year-end bonus"
969, Shijiazhuang·Changan District·Fangbei, 8-10K, cloud search network, E-commerce unfinanced 100-499 people, 1-3 years college, architect," Five social insurances and one housing fund, holiday benefits, meal allowance, regular physical examination, supplementary medical insurance, attendance bonus, year-end bonus"
970, Hangzhou·Yuhang District·Wuchang, 12-20K·13 Salary, sound interest, Social network does not need to finance 20-99 people, 3-5 years undergraduate, php,"Holiday benefits, irregular meals, birthday parties, overtime allowances, five social insurances and one housing fund, afternoon tea with snacks, paid annual leave, regular medical examinations"
971, Xi'an Yanta District Greenland Century City, 8-12K, Luger Technology, Computer software 0-20 people, 3-5 years of education is not limited, Laravel,
972, Hangzhou·Gongshu District·Wanda Plaza, 9-14K, Hui Shi, Internet does not require financing 20-99 people, 1-3 years college, MySQL, Five insurances and one housing fund
973, Hangzhou·Gongshu District·Tianshui, 6-10K, Jiusheng Technology, New retail does not require financing for 100-499 people, Unlimited experience Unlimited education, php," Overtime allowance, five insurances and one housing fund, paid annual leave, afternoon tea with snacks, full attendance bonus, regular physical examination, stock options, employee travel, year-end bonus, holiday benefits"
974, Jinan·Shizhong District·Wanda Plaza, 4-5K, Zhonghe Huiming, Mobile Internet unfinanced 0-20 people, Experience is not limited to college, php," Five insurances and one housing fund, year-end bonus, overtime allowance, paid annual leave"
975, Shanghai Putuo District Guangxin, 15-25K, Chess, Life service 20-99 people, 1-3 years undergraduate,php," Afternoon tea with snacks, five insurances and one housing fund, year-end bonus, paid annual leave"
976, Chengdu, 10-15K, Tianfu Star Group, E-commerce does not require financing for 1000-9999 people, 1-3 years undergraduate, php engineer," Employee birthday party, holiday benefits, afternoon tea with snacks, paid annual leave, full attendance award, five social insurances and one housing fund, employee travel"
977, Zibo, 9-11K, Shandong Chinese Enterprise Cube, Internet unfinanced 100-499 people, 1-3 years of education is not limited, php," Holiday benefits, year-end bonus, housing subsidy, paid annual leave, employee travel, five insurances and one housing fund, transportation subsidy, full attendance award, communication subsidy, regular physical examination, afternoon tea with snacks"
978, nanping, 6-8K, Masterpiece, Culture/Sports/Recreation Unfinanced 100-499 people, 1-3 years college, SQL," Stock Options, Overtime Allowance, Paid Annual Leave, Holiday Benefits, Free Food"
979, Huizhou·Huicheng District·Jiangbei, 10-15K, Huizhou Weimeng, 1000-9999 people have been listed on the Internet, Unlimited experience Unlimited education, php,"Supplementary medical insurance, five social insurances and one housing fund, attendance bonus, overtime allowance, communication allowance, year-end bonus, regular physical examination, afternoon tea with snacks, holiday benefits, paid annual leave, transportation allowance, employee travel"
980, Fuzhou·Minhou County·New West Railway Station, 7-12K, Fuzhou Fit, Computer software does not require financing for 20-99 people, 3-5 years undergraduate, PHP," Paid annual leave, meal allowance, five insurances and one housing fund"
981, Beijing · Xicheng District · Baizhifang, 6-8K, Haoran Yuanda Education Technology, Training institutions have not financed 1000-9999 people, Unlimited undergraduate experience, SQL," Attendance bonus, overtime allowance, transportation allowance, employee travel, five social insurances and one housing fund, holiday benefits, food package, communication allowance, meal allowance, afternoon tea with snacks, year-end bonus, housing allowance, paid annual leave"
982, Shanghai, 12-22K, Detective Network, Mobile Internet unfinanced 20-99 people, 3-5 years junior college, Backend development," Paid annual leave, five insurances and one housing fund, afternoon tea with snacks, year-end bonus"
983, Yantai·Zhifu District·Yuhuangding, 5-9K, Zhenghao Group, Computer software unfinanced 20-99 people, Unlimited experience Unlimited education,HTML," Holiday benefits, full attendance award"
984, Guangzhou Yuexiu District Dongfeng East, 8-12K, Jiemeng Technology, Advertising marketing does not require financing 20-99 people, 1-3 years undergraduate, PHP," Paid annual leave, year-end bonus, afternoon tea with snacks, five social insurances and one housing fund"
985, Beijing, 12-18K, Ward Network, Internet does not require financing 100-499 people, 3-5 years undergraduate, JavaScript," Paid annual leave, transportation allowance, year-end bonus, regular physical examination, holiday benefits, afternoon tea with snacks, employee travel, stock options, meal allowance, communication allowance, five social insurances and one housing fund, supplementary medical insurance"
986, Chengdu·Wuhou District·New Convention and Exhibition Center, 5-7K 13 salary, Chengdu Keruimu, The game does not require financing for 20-99 players, 1-3 years college, Backend development," Supplementary medical insurance, overtime allowance, employee travel, paid annual leave, five social insurances and one housing fund, holiday benefits, full attendance bonus, stock option, year-end bonus, meal allowance, regular physical examination, transportation allowance, snack afternoon tea, communication allowance"
987, Shenzhen Nanshan District University Town, 12-18K, Nuclear Huaxi, E-commerce does not require financing for 500-999 people,3-5 years undergraduate, ThinkPHP," Employee travel, two-day working system, holiday benefits, full-time bonus, meal allowance, overtime allowance, five social insurances and one housing fund, housing allowance, year-end bonus, stock option, transportation allowance, paid annual leave"
988, Foshan, 5-10K, Zhilan, Computer software does not require financing for 20-99 people, Experience is not limited to college, MySQL,
989, Suzhou, 4-7K, Point Marketing, Internet unfinanced 20-99 people, 3-5 years junior college, SQL," Year-end bonus, holiday benefits, paid annual leave, employee travel, five insurances and one housing fund, regular physical examination, full attendance bonus"
990, Nanchang·Honggutan District·Hongjiaozhou, 50-100 yuan/day, Lingming Technology, New retail angel round 20-99 people, 7 days/week 3 months undergraduate, Full stack development," Staff travel, free shuttle bus, afternoon tea with snacks, paid annual leave, meal allowance, year-end bonus"
991, Beijing, 12-19K, Dream Creation Technology, Enterprise service unfinanced 20-99 people, 3-5 years undergraduate, Redis,
992," Xi'an, Weiyang District, Taihua Road", 5-7K, Dream Creation Technology, Enterprise service unfinanced 20-99 people, 1-3 years undergraduate,MySQL,
993, Shenzhen·Nanshan District·Science and Technology Park, 7-12K·13 salary, Yuyue Interactive, Game A round 20-99 people, 1-3 years undergraduate, Linux," Stock options, paid annual leave, employee travel, afternoon tea with snacks, package meals, regular physical examination, year-end bonus, full attendance bonus, holiday benefits, five social insurances and one housing fund"
994, Beijing·Dongcheng District·Chongwenmen, 7-10K·13 salary, Beijing Dongshen, Enterprise services do not require financing for 1000-9999 people, Unlimited undergraduate experience, HTML," Transportation subsidy, communication subsidy, five insurances and one housing fund, afternoon tea with snacks, full attendance bonus, year-end bonus, holiday benefits, employee travel, paid annual leave, meal allowance"
995, Weifang·Kuiwen District·High-tech Zone, 5-10K, CLP VanceInfo," Computer software does not require financing for more than 10,000 people", 3-5 years junior college, CSS," Supplementary medical insurance, five social insurances and one housing fund"
996, Changsha, 7-10K, Yijingtong, Internet Angel Wheel 0-20 people, 1-3 years undergraduate, PHP," Holiday benefits, meal allowance, full attendance award, five insurances and one housing fund, employee travel"
997, Shenzhen Futian District Xinzhou, 11-20K, Private placement network,Internet finance does not require financing for 100-499 people, 1-3 years undergraduate, PHP," Year-end bonus, employee travel, holiday benefits, regular physical examination, paid annual leave, five insurances and one housing fund"
998, Hengyang·Zhengxiang District·Steel Pipe Factory, 10-15K, Jiangmen Technology, Computer software has been listed 500-999 people, 1-3 years college, SQL," Paid annual leave, five insurances and one housing fund, holiday benefits, regular physical examination"
999, Hefei, 6-10K, Google Experience Center, Internet unfinanced 100-499 people, Unlimited undergraduate experience, MySQL," Five social insurances and one housing fund, supplementary medical insurance, regular physical examination, afternoon tea with snacks, year-end bonus, employee travel, attendance bonus, holiday benefits, paid annual leave, stock options"
1000, Zhengzhou·Guancheng Hui District·Bauhinia Mountain, 5-10K, Henan Junkai Network Technology..., Computer software unfinanced 0-20 people, 1-3 years college, PHP," Overtime allowance, employee travel, paid annual leave"
1001, Shanghai, 7-10K, Menshin, Travel unfinanced 20-99 people, 1-3 years undergraduate, Backend development,"Holiday benefits, five social insurances and one housing fund, year-end bonus, overtime allowance, full attendance bonus, snack afternoon tea, paid annual leave, transportation allowance"
1002, Shanghai·Minhang District·Meilong, 10-15K, focus, Internet unfinanced 20-99 people, 1-3 years college, PHP, Five insurances and one housing fund
1003," Fuzhou, Cangshan District, Jinshan", 5-9K, Youlun Technology, Computer Services Unfinanced 20-99 people, 1-3 years college, PHP," Inclusive food, five social insurances and one housing fund, supplementary medical insurance"
1004, Tianjin · Xiqing District · Houtai, 10-15K, Hengda Wenbo, Mobile Internet B round 500-999 people, 3-5 years undergraduate, SQL," Paid annual leave, transportation allowance, communication allowance, supplementary medical insurance, holiday benefits, five insurances and one housing fund, stock options, overtime allowance, meal allowance, year-end bonus"
1005," Dalian, Ganjingzi District, High-tech Park", 7-12K, Bit Information Technology Service Center, E-commerce unfinanced 100-499 people, 3-5 years junior college, PHP,"Five insurances and one housing fund, overtime allowance, regular medical examination, employee travel, supplementary medical insurance, free shuttle bus, paid annual leave, holiday benefits, transportation allowance, year-end bonus"
1006, Tianjin·Hedong District·Shanghang Road, 5-8K, Morningstar Technology, Internet finance does not require financing for 20-99 people, Experience is not limited to college, HTML," Paid annual leave, full attendance bonus, employee travel, stock options, year-end bonus, five social insurances and one housing fund, snacks, afternoon tea, holiday benefits"
1007, Hangzhou·Yuhang District·Wuchang, 12-18K," Hangzhou Gunma Network Co., Ltd.", Internet A round 100-499 people, 1-3 years undergraduate, Java," Afternoon tea with snacks, regular physical examination, stock options, five insurances and one housing fund, full attendance bonus, holiday benefits, year-end bonus, employee travel, paid annual leave"
1008, Hangzhou·Qiantang District·Jinqiao Street, 5-8K, Yaoxing Technology, E-commerce does not require financing for 20-99 people, 1-3 years college, HTML," Meal supplement, afternoon tea with snacks, five insurances and one housing fund"
1009, Jining, 5-8K, Shenhua Machinery, Mechanical equipment/electromechanical/heavy industry 100-499 people, 1-3 years college, PHP,
1010, Xiamen,10-15K·13 Salary, Modo Technology Games, Game Unfinanced 100-499 Players, 1-3 years undergraduate, CSS," Year-end bonus, birthday benefits, departmental team building, medicine box, afternoon tea with snacks, paid annual leave, refrigerator and microwave oven, five social insurances and one housing fund, transportation subsidies, holiday benefits, sports events"
1011, Shanghai·Minhang District·Pujiang, 15-25K 13 salary, pan-micro network, Computer software has been listed 1000-9999 people, 1-3 years undergraduate, PHP," Meal allowance, employee travel, year-end bonus, transportation subsidy, communication subsidy, free shuttle bus, afternoon tea with snacks, five social insurances and one housing fund, holiday benefits, regular medical examination, paid annual leave, stock options, free food"
1012, Tianjin·Xiqing District·Zhongbei, 10-15K·13 Salary, Tanigawa United Bank, Internet does not require financing 500-999 people, 3-5 years undergraduate, PHP," Afternoon tea with snacks, paid annual leave, regular physical examination, full attendance award, employee travel, transportation allowance, holiday benefits, five social insurances and one housing fund, year-end bonus, communication subsidy"
1013, Yancheng·Yandu District·Julong Lake, 7-12K, Downing Fire, Building materials without financing 20-99 people, 1-3 years undergraduate, iOS,"Regular physical examination, meal allowance, five insurances and one housing fund, employee travel, full attendance award, paid annual leave"
1014, Guangzhou · Tianhe District · Tianhe North, 8-13K," Guangdong Jerry Technology Co., Ltd.", Computer software 0-20 people, 3-5 years undergraduate, Applets," Five insurances and one housing fund, overtime allowance"
1015, Hengshui · Taocheng District · Xinhua Road, 3-4K, Hengshui Chiteng, Internet 20-99 people, Unlimited experience Unlimited education, Backend development,
1016, Fuzhou·Cangshan District·Red Star Aegean Plaza, 11-20K·13 Salary, Jianxun Network, E-commerce unfinanced 100-499 people, Experience is not limited to college, CSS," Five insurances and one housing fund, year-end bonus, regular physical examination"
1017, Zhongshan·West Street·Fuhua, 6-10K," Kyushu Thinking Investment Co., Ltd.", Computer services do not require financing for 20-99 people, 1-3 years college, PHP," Regular physical examination, full attendance award, paid annual leave, afternoon tea with snacks, year-end bonus, supplementary medical insurance, holiday benefits, overtime allowance, five insurances and one housing fund, stock options, employee travel"
1018, Dongguan·Dalang Town·Songshan Lake, 5-10K 13 salary, Osa Technology,Internet does not require financing 20-99 people, 3-5 years undergraduate, Backend development," Transportation allowance, afternoon tea with snacks, supplementary medical insurance, meal allowance, holiday benefits, five social insurances and one housing fund, year-end bonus, housing allowance, employee travel, food package"
1019, Liaocheng·Dongchangfu District·Development Zone, 6-11K, Jinshi Chuangzhan Information Technology, Computer software unfinanced 20-99 people, Unlimited experience Unlimited education, PHP," Transportation subsidy, holiday benefits, communication subsidy, year-end bonus, food package, meal subsidy, stock options"
1020, Wuhan · Jiangxia District · Optics Valley, 7-10K, light blue, Internet 20-99 people, 1-3 years college, Linux," Staff travel, paid annual leave, five social insurances and one housing fund, holiday benefits"
1021, Guiyang Nanming District Flower Orchard, 4-8K," Guizhou Qiyi Technology Co., Ltd.", Computer software unfinanced 20-99 people, 1-3 years college, HTML," Regular physical examination, five social insurances, employee travel, full attendance award, afternoon tea with snacks, holiday benefits, year-end bonus, paid annual leave, stock options"
1022, Shenzhen·Nanshan District·Science and Technology Park, 20-40K, Jiujiu Interactive Technology,Game Unfinanced 100-499 Players, 3-5 years undergraduate, Backend development," Stock options, meal allowance, regular medical examination, paid annual leave, employee travel, free food, transportation allowance, housing allowance, year-end bonus, snacks, afternoon tea, five social insurances and one housing fund, holiday benefits"
1023, Hangzhou·Xihu District·Cuiyuan, 12-17K, Flying Elephant Enterprise Service, Internet A round 100-499 people, 3-5 years undergraduate, PHP," Five insurances and one housing fund, paid annual leave, attendance bonus, stock options, afternoon tea with snacks, holiday benefits, year-end bonus, meal allowance"
1024, Xiamen · Siming District · Guanyin Mountain, 8-11K, Bibon, Internet unfinanced 20-99 people, 1-3 years of education is not limited, HTML," Paid annual leave, stock options, year-end bonus, holiday benefits, afternoon tea with snacks, regular physical examination, employee travel, overtime allowance, transportation allowance, meal allowance, five insurances"
1025, Dalian Ganjingzi District Wanda, 4-8K, Strawberry Technology, Internet unfinanced 20-99 people, 1-3 years college, PHP," Five social insurances and one housing fund, afternoon tea with snacks, holiday benefits, paid annual leave"
1026, Zhengzhou·Erqi District·Hanghai Middle Road, 8-12K,Lalifa Technology, Internet unfinanced 20-99 people, 1-3 years of education is not limited, MVC development," Staff travel, full attendance award, five insurances and one housing fund, holiday benefits, afternoon tea with snacks"
1027, Linyi, 4-7K, guest, Computer software unfinanced 20-99 people, 1-3 years college, Backend development, holiday benefits
1028, Tianjin · Xiqing District · Houtai, 2-6K, Tian Xunda Technology, Mobile Internet unfinanced 20-99 people, Experience is not limited to college, Backend development,
1029, Changsha·Yuelu District·Qingshan Town, 7-12K, Six Star Education, Online education unfinanced 100-499 people, 1-3 years college, HTML," Holiday benefits, supplementary medical insurance, paid annual leave, food package, transportation allowance, afternoon tea with snacks"
1030, Linyi·Luozhuang District·Metro, 6-10K, Jiemin Technology, Internet unfinanced 20-99 people, 1-3 years college, HTML," Employee travel, afternoon tea with snacks, holiday benefits, overtime allowance, paid annual leave, five social insurances and one housing fund"
1031, Beijing·Chaoyang District·Wangjing, 13-18K, Beijing Axe Technology has..., Information security 20-99 people,3-5 years undergraduate, MySQL," Five insurances and one housing fund, stock options, transportation allowance, meal allowance, overtime allowance"
1032, Zhengzhou Jinshui District Jianwen New World, 6-11K·13 salary, Lanyan Technology, Data service unfinanced 20-99 people, 1-3 years college, HTML," Year-end bonus, afternoon tea with snacks, meal allowance, communication allowance, housing allowance, overtime allowance, holiday benefits, stock options, transportation allowance, paid annual leave, five insurances and one housing fund, employee travel, attendance bonus"
1033, Guangzhou·Tianhe District·Zhujiang New Town, 8-11K, Nine Party Interactive, E-commerce angel round 20-99 people, 1-3 years college, SQL,
1034, Guangzhou·Haizhu District·Pazhou, 7-10K, Xinlang Technology, Computer software does not require financing for 20-99 people, 1-3 years college, Applets," Communication subsidy, holiday benefits, afternoon tea with snacks, paid annual leave, regular physical examination, transportation subsidy, attendance bonus, meal allowance, year-end bonus, employee travel, five insurances"
